7.873860223461358609e-01,4.760541361407946703e-01,-1.084960576780799324e-01
7.899851317773188830e-01,4.788178939608895845e-01,-1.775897417558860436e-01
7.951097831456084286e-01,4.776919185981430838e-01,-2.699997709400816515e-01
7.992195535188869604e-01,4.791692449807333776e-01,-3.599729073932012580e-01
8.010134715572692077e-01,4.861947493652347685e-01,-4.417708815341332973e-01
1.220924013250134221e+00,7.782416025359216727e-01,1.919429859386634629e-01
1.236690545012755882e+00,7.836498185193119248e-01,1.370508648520835371e-01
1.262751723480750377e+00,7.763233328240317643e-01,5.317282860996888627e-02
1.283750245703874748e+00,7.788046452078255522e-01,-1.794480706218549299e-02
1.303026723981543622e+00,7.821236058578703298e-01,-8.366903818207949151e-02
1.103446626588261870e+00,-8.619957269953115730e-01,2.264851589218629113e-01
1.131283903456097306e+00,-8.548469251112595924e-01,1.668824607184226927e-01
1.161242773701083975e+00,-8.500107478129678151e-01,8.603348190511586613e-02
1.195585303384685938e+00,-8.415380619409046359e-01,1.047557800988712685e-02
1.227482773650570680e+00,-8.337734017436772005e-01,-6.031552240945865784e-02
1.123050672338260503e+00,-7.873487103910801199e-01,-1.482455752007175165e-01
1.122903923908912471e+00,-7.846746968268840661e-01,-2.152061452573504341e-01
1.133181195381882000e+00,-7.746231363952554849e-01,-2.984478835564315369e-01
1.142050047108225774e+00,-7.656416909551377881e-01,-3.777165663408323937e-01
1.142683549192119008e+00,-7.621719701333395935e-01,-4.517851856679364619e-01
1.420932864062930845e+00,5.221908363061977809e-02,2.680579584211914557e-01
1.436659036767067965e+00,5.256667480791490238e-02,2.137711444644066483e-01
1.460599002991485706e+00,5.319585219985996372e-02,1.312164379021642791e-01
1.484831147556233910e+00,6.115935311387440260e-02,5.396413444392549746e-02
1.505547056264318728e+00,6.928872093083397743e-02,-1.094032430781790612e-02
9.831656639762195171e-01,-8.772967769468773547e-01,2.058638579676600189e-01
1.009890742796521801e+00,-8.708456466461775847e-01,1.435459888389664096e-01
1.037463721849809062e+00,-8.670832289335129728e-01,6.769051394411605693e-02
1.075670789143248429e+00,-8.549636953539277995e-01,-9.827168922843106461e-03
1.104134800333318234e+00,-8.481682786549643582e-01,-7.650144924271032321e-02
8.521159134682102509e-01,1.025329266045742260e+00,4.133867059608276051e-01
8.666864673678821296e-01,1.019269581303985817e+00,3.526996325164999946e-01
8.893244785819293119e-01,1.007587723946948621e+00,2.736260784702299054e-01
9.089309239093490422e-01,9.988450294408944830e-01,1.959149436677271594e-01
9.249240063129181566e-01,9.927896532849049827e-01,1.253035490518143724e-01
